Make,Model,Variant,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Mileage,Mileage,Gross_Vehicle_Weight,Kerb_Weight
Lamborghini,Huracan,Avio,5204,10,90,Petrol,10.6,10.6,,1422 kg
Lamborghini,Huracan,Performante,5204,10,90,Petrol,5.6,5.6,,1422 kg
Lamborghini,Huracan,Lp 580-2 Spyder,5204,10,90,Petrol,5.8,5.8,,1389 kg
Lamborghini,Huracan,Lp 610-4 Spyder,5204,10,90,Petrol,5.6,5.6,,1422 kg
Lamborghini,Huracan,Evo,5204,10,90,Petrol,5.6,5.6,,1422 kg
Lamborghini,Huracan,Evo Spyder,5204,10,90,Petrol,5.6,5.6,,
Lamborghini,Huracan,Evo Rwd,5204,10,90,Petrol,5.6,5.6,,
Ferrari,488 Gtb,Std,3902,8,78,Petrol,3.2,3.2,,1475 kg
Ferrari,488 Gtb,Spider,3902,8,78,Petrol,3.2,3.2,,1475 kg
Ferrari,Gtc4 Lusso,V8 T,3900,8,91,Petrol,0,0,,1920 kg
Ferrari,Gtc4 Lusso,V12,6262,8,91,Petrol,0,0,,1920 kg
Lamborghini,Aventador,Lp 700-4,6498,12,90,Petrol,3,3,,1575 kg
Lamborghini,Aventador,Lp700-4 Roadster,6498,12,90,Petrol,3.6,3.6,,1575 kg
Lamborghini,Aventador,S,6498,12,90,Petrol,3.6,3.6,,1575 kg
Rolls-Royce,Rolls-Royce Dawn,Convertible,6598,12,80,Petrol,7.9,7.9,2958 kg,2608 kg
Rolls-Royce,Rolls-Royce Drophead Coupe,Phantom,6749,12,100,Petrol,4.38,4.38,3109 kg,2649 kg
Maruti Suzuki,Omni,5 Str Bs-Iv,796,3,35,Petrol,13,13,NA kg,785 kg
Maruti Suzuki,Omni,E 8 Str Bs-Iv,796,3,36,Petrol,13,13,,785 kg
Datsun,Go+,Datsun D,1198,3,35,Petrol,12.8,12.8,,
Datsun,Go+,Datsun T,1198,3,35,Petrol,12.8,12.8,,
Datsun,Go+,Datsun T (O),1198,3,35,Petrol,16.3,16.3,,
Datsun,Go+,Datsun A (O),1198,3,35,Petrol,20.62,20.62,,
Datsun,Go+,Datsun A,1198,3,35,Petrol,20.62,20.62,,
Datsun,Go+,Datsun T Vdc,1198,3,35,Petrol,12.8,12.8,,
Datsun,Go+,Datsun T (O) Vdc,1198,3,35,Petrol,16.3,16.3,,
Datsun,Go+,Datsun T Cvt,1198,3,35,Petrol,12.8,12.8,,
Datsun,Go+,Datsun T (O) Cvt,1198,3,35,Petrol,16.3,16.3,,
Fiat,Punto Evo Pure,1.2L Fire Dynamic,1172,4,45,Petrol,12,12,,1165 kg
Fiat,Punto Evo Pure,1.3,1248,4,45,Diesel,0,0,,1173 kg
Ford,Figo,Ambiente 1.2 Ti-Vct,1194,4,42,Petrol,0,0,,1026 kg
Ford,Figo,Ambiente 1.5 Tdci,1498,4,40,Diesel,17,17,,1057 kg
Ford,Figo,Titanium 1.2 Ti-Vct,1196,4,42,Petrol,0,0,,1026 kg
Ford,Figo,Titanium1.5 Tdci,1498,4,40,Diesel,0,0,,1057 kg
Ford,Figo,Titanium Blu 1.2 Ti-Vct,1194,4,42,Petrol,0,0,,1026 kg
Ford,Figo,Titanium Blu 1.5 Tdci,1498,4,40,Diesel,0,0,,1057 kg
Maruti Suzuki,Baleno,1.3 Delta,1248,4,37,Diesel,27.39,27.39,,970 kg
Maruti Suzuki,Baleno,1.3 Alpha,1248,4,37,Diesel,27.39,27.39,,985 kg
Maruti Suzuki,Baleno,1.3 Sigma,1248,4,37,Diesel,27.39,27.39,,960 kg
Maruti Suzuki,Baleno,1.3 Zeta,1248,4,37,Diesel,27.39,27.39,,980 kg
Maruti Suzuki,Baleno,1.2 Alpha,1197,4,37,Petrol,21.4,21.4,,890 kg
Maruti Suzuki,Baleno,1.2 Alpha Cvt,1197,4,37,Petrol,21.4,21.4,,935 kg
Maruti Suzuki,Baleno,1.2 Delta,1197,4,37,Petrol,21.4,21.4,,870 kg
Maruti Suzuki,Baleno,1.2 Delta Cvt,1197,4,37,Petrol,21.4,21.4,,910 kg
Maruti Suzuki,Baleno,1.2 Sigma,1197,4,37,Petrol,21.4,21.4,,865 kg
Maruti Suzuki,Baleno,1.2 Zeta,1197,4,37,Petrol,21.4,21.4,,880 kg
Maruti Suzuki,Baleno,1.2 Delta Dualjet,1197,4,37,Petrol,21.4,21.4,,870 kg
Maruti Suzuki,Baleno,1.2 Zeta Dualjet,1197,4,37,Petrol,21.4,21.4,,880 kg
Maruti Suzuki,Baleno,1.2 Zeta Cvt,1197,4,37,Petrol,21.4,21.4,,920 kg
Hyundai,Grand I10,1.2 Kappa Vtvt Magna,1197,4,43,Petrol,18.9,18.9,1042 kg,1003 kg
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz,1197,4,43,Petrol,18.9,18.9,1420 kg,1003 kg
Hyundai,Grand I10,1.2 Kappa Vtvt Magna At,1197,4,43,Petrol,18.9,18.9,,
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz At,1197,4,43,Petrol,18.9,18.9,1420 kg,1003 kg
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,1197,4,43,Petrol,18.9,18.9,1420 kg,1003 kg
Hyundai,Grand I10,1.2 Kappa Vtvt Magna Cng,1197,4,43,CNG,0,0,1042 kg,1003 kg
Fiat,Linea Classic,1.3 Multijet,1248,4,45,Diesel,16.2,16.2,,1210 kg
Fiat,Linea Classic,1.4,1368,4,45,Petrol,11.4,11.4,,1180 kg
Fiat,Linea Classic,Plus 1.3 Multijet,1248,4,45,Diesel,16.2,16.2,,1210 kg
Nissan,Sunny,Xe Petrol,1498,4,41,Petrol,10.6,10.6,,
Nissan,Sunny,Xl Petrol,1498,4,41,Petrol,10.6,10.6,,
Nissan,Sunny,Xl Diesel,1461,4,41,Diesel,18,18,,
Nissan,Sunny,Xv Diesel,1461,4,41,Diesel,18,18,,
Nissan,Sunny,Xe Diesel,1461,4,41,Diesel,18,18,,
Nissan,Sunny,Xv Cvt,1498,4,41,Petrol,10.6,10.6,,
Nissan,Sunny,Special Edition Diesel,1461,4,41,Diesel,18,18,,
Maruti Suzuki,Ertiga,Lxi,1462,4,45,Petrol,0,0,1760 kg,1135 kg
Maruti Suzuki,Ertiga,Zxi,1462,4,45,Petrol,0,0,1760 kg,1175 kg
Maruti Suzuki,Ertiga,Vxi At,1462,4,45,Petrol,0,0,1740 kg,1170 kg
Maruti Suzuki,Ertiga,Zxi Plus,1462,4,45,Petrol,0,0,1730 kg,1170 kg
Maruti Suzuki,Ertiga,Vxi,1462,4,45,Petrol,0,0,1760 kg,1175 kg
Maruti Suzuki,Ertiga,Zxi At,1462,4,45,Petrol,0,0,1760 kg,1180 kg
Maruti Suzuki,Ertiga,1.5L Vdi,1498,4,45,Diesel,0,0,1730 kg kg,1225 kg kg
Maruti Suzuki,Ertiga,1.5L Zdi,1498,4,45,Diesel,0,0,1730 kg kg,1225 kg kg
Maruti Suzuki,Ertiga,1.5L Zdi Plus,1498,4,45,Diesel,0,0,1800 kg kg,1225 kg kg
Maruti Suzuki,Ertiga,Vxi Cng (Cng +,1462,4,45,CNG + Petrol,0,0,1760 kg,1175 kg
Maruti Suzuki,Baleno Rs,Rs 1.0,998,3,37,Petrol,21.4,21.4,1360 kg,950 kg
Honda,Wr-V,Vx Diesel,1498,4,40,Diesel,25.5,25.5,,1204 kg
Honda,Wr-V,Vx Petrol,1199,4,40,Petrol,17.5,17.5,,1104 kg
Honda,Wr-V,S Diesel,1498,4,40,Diesel,25.5,25.5,,1176 kg
Honda,Wr-V,S Petrol,1199,4,40,Petrol,17.5,17.5,,1087 kg
Honda,Wr-V,Edge Plus Edition Diesel,1498,4,40,Diesel,25.5,25.5,,1176 kg
Honda,Wr-V,Edge Plus Edition Petrol,1199,4,40,Petrol,17.5,17.5,,1087 kg
Honda,Wr-V,Exclusive Edition Diesel,1498,4,40,Diesel,25.5,25.5,,1204 kg
Honda,Wr-V,Exclusive Edition Petrol,1199,4,40,Petrol,17.5,17.5,,1104 kg
Honda,Wr-V,V Diesel,1498,4,40,Diesel,25.5,25.5,,1204 kg
Mahindra,Tuv300,T4 Plus,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T6 Plus,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T8,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T10,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T10 (O),1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T10 Dual Tone,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Mahindra,Tuv300,T10 (O) Dual Tone,1493,3,60,Diesel,18.49,18.49,2225 kg,1590 kg
Maruti Suzuki,S-Cross,1.3L Sigma,1248,4,48,Diesel,23.65,23.65,1670 kg,1215 kg
Maruti Suzuki,S-Cross,1.3L Delta,1248,4,48,Diesel,23.65,23.65,1670 kg,1224 kg
Maruti Suzuki,S-Cross,1.3L Zeta,1248,4,48,Diesel,23.65,23.65,1670 kg,1233 kg
Maruti Suzuki,S-Cross,1.3L Alpha,1248,4,48,Diesel,23.65,23.65,1670 kg,1240 kg
Renault,Captur,Rxe Petrol,1498,4,50,Petrol,0,0,,
Renault,Captur,Rxe Diesel,1461,4,50,Diesel,0,0,,
Renault,Captur,Platine Diesel Dual Tone,1461,4,50,Diesel,0,0,,
Renault,Captur,Platine Petrol Dual Tone,1498,4,50,Petrol,0,0,,
Mahindra,Xylo,D2 Bs-Iv,2489,4,55,Diesel,10.7,10.7,2475 kg,1875 kg
Mahindra,Xylo,D4 Bs-Iv,2489,4,55,Diesel,10.3,10.3,2475 kg,1875 kg
Mahindra,Xylo,H4 Bs-Iv,2179,4,55,Diesel,11.4,11.4,2475 kg,1875 kg
Mahindra,Xylo,H4 Abs Bs-Iv,2179,4,55,Diesel,11.4,11.4,2475 kg,1875 kg
Mahindra,Xylo,H8 Abs Airbags Bs-Iv,2179,4,55,Diesel,11.4,11.4,2475 kg,1875 kg
Mercedes,Mercedes-Benz C-Class,C 220D Prime,1950,4,66,Diesel,0,0,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,1764 kg,1236 kg
Mercedes,Mercedes-Benz C-Class,C 220D Progressive,1950,4,66,Diesel,0,0,1787 kg,1360 kg
Mercedes,Mercedes-Benz C-Class,C 300D Amg Line,1950,4,66,Diesel,0,0,1755 kg,1360 kg
Mercedes,Mercedes-Benz C-Class,C 43 Amg,3982,8,66,Petrol,0,0,1764 kg,1360 kg
Mercedes,Mercedes-Benz C-Class,C 200 Prime,1497,4,66,Petrol,0,0,1787 kg,1360 kg
Mercedes,Mercedes-Benz C-Class,C 200 Progressive,1497,4,66,Petrol,0,0,1764 kg,1236 kg
Toyota,Prius,Z8,1798,4,43,Hybrid,15.1,15.1,2505 kg,2000 kg
Lexus,Es,300H,2487,4,43,Hybrid,17.8,17.8,2555 kg,2000 kg
Lexus,Nx 300H,F-Sport,2494,6,56,Petrol,0,0,2570 kg,2095 kg
Lexus,Nx 300H,Luxury,2494,6,56,Petrol,0,0,2650 kg,2095 kg
Jaguar,F-Pace,Prestige,1999,4,60,Diesel,21.27,21.27,,
Jaguar,F-Pace,Prestige Petrol,1997,4,60,Petrol,0,0,,
Volvo,V90 Cross Country,D5 Inscription,1969,4,60,Diesel,13.2,13.2,,
Audi,A5 Cabriolet,2.0 Tdi,1968,4,58,Diesel,0,0,,
Mercedes,Mercedes-Benz Gle,300D 4Matic,1950,4,93,Diesel,0,0,,
Mercedes,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,2925,6,93,Diesel,0,0,,
Mercedes,Mercedes-Benz Cls,300D,1950,4,93,Diesel,0,0,,
Bmw,X7,Xdrive 40I,2998,6,80,Petrol,0,0,,
Bmw,X7,Xdrive30D Dpe Signature,2993,6,80,Diesel,0,0,,
Bmw,M4,Coupe,2979,6,60,Petrol,7.32,7.32,,
Porsche,911,Carrera S,2981,6,64,Petrol,7.9,7.9,,
Porsche,911,Carrera S Cabriolet,2981,6,64,Petrol,11.6,11.6,,
Nissan,Gtr,3.8 V6,3799,6,74,Petrol,9,9,,
Aston Martin,Vantage,Coupe,3982,8,73,Petrol,5,5,,
Aston Martin,Rapide,Luxe,5935,12,90.5,Petrol,9.1,9.1,,
Ferrari,812 Superfast,Superfast,6496,12,92,Petrol,0,0,,
Maruti Suzuki,Alto 800 Tour,H1,796,3,35,Petrol,18,18,,
Maruti Suzuki,Alto 800 Tour,H1 (O),796,3,35,Petrol,18,18,,
Hyundai,Grand I10 Nios,Magna 1.2 Crdi,1186,3,37,Diesel,20.7,20.7,,
Hyundai,Grand I10 Nios,Era 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,1197,4,37,Petrol,0,0,,
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,1186,3,37,Diesel,0,0,,1535 kg
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,1186,3,37,Diesel,0,0,,1550 kg
Hyundai,Xcent,S 1.2,1197,4,43,Petrol,15.7,15.7,,1535 kg
Hyundai,Xcent,S At 1.2,1197,4,43,Petrol,15.7,15.7,,1550 kg
Hyundai,Xcent,Sx 1.2,1197,4,43,Petrol,15.7,15.7,1920 kg,1395 kg
Hyundai,Xcent,Sx 1.2 (O),1197,4,43,Petrol,15.7,15.7,2000 kg,1515 kg
Hyundai,Xcent,S 1.2 Crdi,1120,3,43,Diesel,19,19,2040 kg,1607 kg
Hyundai,Xcent,E,1197,4,43,Petrol,15.7,15.7,1461kg kg,1587 kg
Hyundai,Xcent,Sx 1.2 Crdi,1120,3,43,Diesel,19,19,,
Hyundai,Xcent,Sx 1.2 Crdi (O),1120,3,43,Diesel,19,19,,
Hyundai,Xcent,E Crdi,1197,4,43,Diesel,19,19,,
Nissan,Micra,Xl (O) Cvt,1198,3,41,Petrol,0,0,,
Nissan,Micra,Xv Cvt,1198,3,41,Petrol,0,0,,1655 kg
Nissan,Micra,Xld (O),1461,4,41,Diesel,0,0,,1655 kg
Nissan,Micra,Xvd,1461,4,41,Diesel,19.5,19.5,,1655 kg
Mahindra,Bolero,Zlx,2523,4,60,Diesel,9.4,9.4,,1730 kg
Mahindra,Bolero,Slx,2523,4,60,Diesel,12.3,12.3,2165 kg,1655 kg
Mahindra,Bolero,Sle,2523,4,60,Diesel,12.3,12.3,,1655 kg
Mahindra,Bolero,Ex,2523,4,60,Diesel,9.4,9.4,1790 kg,
Mahindra,Bolero,Ex Non Ac,2523,4,60,Diesel,9.4,9.4,,1670 kg
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1248,4,43,Diesel,28.09,28.09,2395 kg,1905 kg
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,1248,4,43,Diesel,28.09,28.09,2395 kg,1785 kg
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,1248,4,43,Diesel,28.09,28.09,2460 kg,1830 kg
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1248,4,43,Diesel,28.09,28.09,2460 kg,1830 kg
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,1462,4,43,Petrol,0,0,,2962 kg
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,1462,4,43,Petrol,0,0,2310 kg,1875 kg
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,1462,4,43,Petrol,21.56,21.56,2910 kg,
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,1462,4,43,Petrol,0,0,2910 kg,2150 kg
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,1462,4,43,Petrol,0,0,2445 kg,
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1462,4,43,Petrol,0,0,,
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1462,4,43,Petrol,0,0,,
Maruti Suzuki,Ciaz,1.5L Alpha,1498,4,43,Diesel,26.82,26.82,2040 kg,1612 kg
Maruti Suzuki,Ciaz,1.5L Delta,1498,4,43,Diesel,26032,26032,1985 kg,1515 kg
Maruti Suzuki,Ciaz,1.5L Zeta,1498,4,43,Diesel,26.32,26.32,2040 kg,1585 kg
Skoda,Rapid,1.6 Mpi Ambition,1598,4,55,Petrol,12,12,,1752 kg
Skoda,Rapid,1.5 Tdi Cr Active,1498,4,55,Diesel,14.5,14.5,,1530 kg
Skoda,Rapid,1.6 Mpi Active,1598,4,55,Petrol,12,12,2081 kg,1990 kg
Skoda,Rapid,1.5 Tdi Cr Ambition,1498,4,55,Diesel,14.5,14.5,,1630 kg
Skoda,Rapid,1.5 Tdi Cr Ambition At,1498,4,55,Diesel,14.5,14.5,1185 kg,720 kg
Skoda,Rapid,1.6 Mpi Style At,1598,4,55,Petrol,12,12,1185 kg,720 kg
Skoda,Rapid,1.5 Tdi Cr Style At,1498,4,55,Diesel,18,18,,
Skoda,Rapid,1.5 Tdi Cr Style,1498,4,55,Diesel,18,18,,935 kg
Skoda,Rapid,1.6 Mpi Style,1598,4,55,Petrol,12,12,,935 kg
Skoda,Rapid,1.6 Mpi Ambition At,1598,4,55,Petrol,12,12,,935 kg
Skoda,Rapid,Onyx Mt Petrol,1598,4,55,Petrol,12,12,,935 kg
Skoda,Rapid,Onyx At Petrol,1598,4,55,Petrol,12,12,,935 kg
Skoda,Rapid,Onyx Mt Diesel,1498,4,55,Diesel,18,18,,935 kg
Skoda,Rapid,Onyx At Diesel,1498,4,55,Diesel,18,18,,935 kg
Fiat,Abarth Punto,1.4 T-Jet,1368,4,45,Petrol,17,17,,
Hyundai,Creta,1.4 Crdi E Plus,1396,4,55,Diesel,21.38,21.38,,
Hyundai,Creta,1.6 Vtvt E Plus,1591,4,55,Petrol,15.29,15.29,,
Hyundai,Creta,1.6 Vtvt Sx,1591,4,55,Petrol,15.29,15.29,,
Hyundai,Creta,1.6 Vtvt Sx (O),1591,4,55,Petrol,15.29,15.29,1530 kg,1100 kg
Hyundai,Creta,1.6 Vtvt Sx At,1591,4,55,Petrol,15.29,15.29,1530 kg,1100 kg
Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1591,4,55,Petrol,15.29,15.29,1530 kg,1100 kg
Hyundai,Creta,1.4 Crdi S,1396,4,55,Diesel,21.38,21.38,1530 kg,1100 kg
Hyundai,Creta,1.6 Crdi Sx,1582,4,55,Diesel,17.01,17.01,1530 kg,1100 kg
Hyundai,Creta,1.6 Crdi Sx (O),1582,4,55,Diesel,17.01,17.01,1530 kg,1100 kg
Hyundai,Creta,1.6 Crdi Sx At,1582,4,55,Diesel,17.01,17.01,1530 kg,1100 kg
Hyundai,Creta,1.6 Crdi Sx Dual Tone,1582,4,55,Diesel,17.01,17.01,,930 kg
Hyundai,Creta,1.6 Crdi S At,1582,4,55,Diesel,17.01,17.01,,
Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1591,4,55,Petrol,15.29,15.29,,
Hyundai,Creta,1.6 Crdi Sx (O) Executive,1582,4,55,Diesel,17.01,17.01,1425 kg,1001 kg
Hyundai,Creta,1.4 Crdi Ex,1396,4,55,Diesel,21.38,21.38,1965 kg,1615 kg
Hyundai,Creta,1.6 Vtvt Ex,1591,4,55,Petrol,15.29,15.29,,1615 kg
Hyundai,Creta,Sports Edition Petrol,1591,4,55,Petrol,15.29,15.29,,1615 kg
Hyundai,Creta,Sports Edition Diesel,1582,4,55,Diesel,0,0,,1615 kg
Tata,Harrier,Revotorq Xe,1956,3,50,Diesel,0,0,,1615 kg
Tata,Harrier,Revotorq Xm,1956,3,50,Diesel,0,0,1590 kg,1105 kg
Tata,Harrier,Revotorq Xt,1956,3,50,Diesel,0,0,1590 kg,1105 kg
Tata,Harrier,Revotorq Xz,1956,3,50,Diesel,0,0,1590 kg,1105 kg
Tata,Harrier,Revotorq Xz Dual Tone,1956,3,50,Diesel,0,0,1590 kg,1105 kg
Tata,Harrier,Revotorq Dark Edition,1956,3,50,Diesel,0,0,1520 kg,1010 kg
Isuzu,Dmax V-Cross,Standard,2499,4,52,Diesel,7.3,7.3,1520 kg,1010 kg
Isuzu,Dmax V-Cross,High Z,2499,4,52,Diesel,7.3,7.3,1520 kg,1010 kg
Isuzu,Dmax V-Cross,Z Prestige,1898,4,52,Diesel,7.3,7.3,1520 kg,1010 kg
Mitsubishi,Outlander,2.4L Outlander,2360,4,60,Petrol,0,0,1520 kg,1010 kg
Mercedes,Mercedes-Benz Gla-Class,200 Sport,1991,4,50,Petrol,10,10,1520 kg,1010 kg
Mercedes,Mercedes-Benz Gla-Class,200 D Style,2143,4,70,Diesel,13.4,13.4,1520 kg,1010 kg
Mercedes,Mercedes-Benz Gla-Class,200 D Sport,2143,4,70,Diesel,13.4,13.4,1590 kg,1105 kg
Mercedes,Mercedes-Benz Gla-Class,45 Amg 4Matic,1991,4,50,Petrol,10.2,10.2,1590 kg,1105 kg
Mercedes,Mercedes-Benz Gla-Class,220 D 4Matic,2143,4,70,Diesel,13.4,13.4,1590 kg,1105 kg
Mercedes,Mercedes-Benz Gla-Class,45 Aero Edition,1991,4,50,Petrol,10.2,10.2,1680 kg,1137 kg
Honda,Accord Hybrid,2.0 At,1993,4,60,Hybrid,21,21,1750 kg,1210 kg
Bmw,5-Series,520D Luxury Line,1995,4,70,Diesel,8.4,8.4,1680 kg,1137 kg
Bmw,5-Series,530D M Sport,2993,6,70,Diesel,13.1,13.1,1750 kg,1210 kg
Bmw,5-Series,530I M Sport,1998,6,70,Petrol,15.01,15.01,1770 kg,1228 kg
Bmw,6-Series,630D Gt Luxury Line,2993,6,88,Diesel,0,0,1710 kg,1187 kg
Bmw,6-Series,630D Gt M Sport,2993,6,88,Diesel,0,0,1770 kg,1228 kg
Bmw,6-Series,630I Gt Luxury Line,4395,8,70,Petrol,4.45,4.45,1750 kg,1210 kg
Bmw,6-Series,620D Gt Luxury Line,1995,4,66,Diesel,0,0,1680 kg,1137 kg
Porsche,Macan,S,2995,6,65,Petrol,0,0,1710 kg,1187 kg
Porsche,Macan,Base,1984,6,65,Petrol,0,0,1680 kg,1137 kg
Jaguar,F-Type,5.0 Convertible R,5000,6,70,Petrol,12.05,12.05,1710 kg,1187 kg
Jaguar,F-Type,5.0 Coupe R,5000,6,72,Petrol,7.81,7.81,1750 kg,1210 kg
Jaguar,F-Type,Svr Coupe,5000,8,70,Petrol,0,0,1770 kg,1228 kg
Jaguar,F-Type,Svr Convertible,5000,8,70,Petrol,0,0,,
Jaguar,F-Type,2.0L Coupe,1997,6,63,Petrol,0,0,,
Jaguar,F-Type,2.0L Convertible,1997,6,63,Petrol,0,0,,
Jaguar,F-Type,2.0 Convertible R Dynamic,1997,8,63,Petrol,0,0,1758 kg,1180 kg
Jaguar,F-Type,2.0 Coupe R Dynamic,1997,4,63,Petrol,0,0,1758 kg,1180 kg
Bmw,M5,Competition,4395,8,68,Petrol,0,0,1758 kg,1180 kg
Lexus,Lx 570,V8,5700,8,93,Diesel,18,18,1758 kg,1180 kg
Ferrari,458 Spider,V8,3902,8,86,Petrol,3.2,3.2,,
Maruti Suzuki,Wagon,Vxi,998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Vxi Ags,998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,1.2L Zxi,1197,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Lxi,998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,1.2L Vxi,1197,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,1.2L Vxi Ags,1197,3,32,Petrol,0,0,1758 kg,1180 kg
Maruti Suzuki,Wagon,1.2L Zxi Ags,1197,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Lxi (O),998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Vxi (O),998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,1.2L Vxi (O),1197,3,32,Petrol,0,0,1758 kg,1180 kg
Maruti Suzuki,Wagon,1.2L Vxi Ags (O),1197,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Vxi Ags (O),998,3,32,Petrol,0,0,,
Maruti Suzuki,Wagon,Lxi Cng,998,3,32,CNG,0,0,,
Maruti Suzuki,Wagon,Lxi (O) Cng,998,3,32,CNG,0,0,,1080 kg
Tata,Tiago Nrg,1.2L Revotron,1199,3,35,Petrol,0,0,,
Tata,Tiago Nrg,1.05L Revotorq,1047,3,35,Diesel,0,0,,
Tata,Tiago Nrg,1.2L Revotron Amt,1199,3,35,Petrol,0,0,,
Mahindra,Nuvosport,N4,1493,3,60,Diesel,13.8,13.8,2200 kg,1935 kg
Mahindra,Nuvosport,N6,1493,3,60,Diesel,13.8,13.8,2230 kg,1945 kg
Mahindra,Nuvosport,N8,1493,3,60,Diesel,13.8,13.8,,1935 kg
Mahindra,Nuvosport,N4 +,1493,3,60,Diesel,13.8,13.8,2110 kg,1602 kg
Mahindra,Nuvosport,N6 Amt,1493,3,60,Diesel,12.8,12.8,1940 kg,1525 kg
Mahindra,Nuvosport,N8 Amt,1493,3,60,Diesel,12.8,12.8,2020 kg,1585 kg
Nissan,Kicks,Xl Petrol,1498,4,50,Petrol,0,0,2020 kg,1585 kg
Nissan,Kicks,Xv Petrol,1498,4,50,Petrol,0,0,2105 kg,1720 kg
Nissan,Kicks,Xl Diesel,1461,4,50,Diesel,0,0,2020 kg,1585 kg
Nissan,Kicks,Xv Diesel,1461,4,50,Diesel,0,0,2105 kg,1720 kg
Nissan,Kicks,Xv Premium,1461,4,50,Diesel,0,0,1995 kg,1620 kg
Nissan,Kicks,Xv Premium (O),1461,4,50,Diesel,0,0,2315 kg,1705 kg
Nissan,Kicks,Xv Premium (O) Dual Tone,1461,4,50,Diesel,0,0,2315 kg,1705 kg
Nissan,Kicks,Xe Diesel,1461,4,50,Diesel,0,0,2315 kg,1705 kg
Tata,Winger,15S,2200,4,60,Diesel,0,0,,1865 kg
Hyundai,Kona Electric,Premium,0,0,0,Electric,0,0,,1865 kg
Toyota,Camry,Hybrid,2487,4,50,Hybrid,0,0,,
Audi,A5,Sportback,1968,4,54,Diesel,0,0,,1720 kg
Land Rover,Discovery,3.0 Hse Diesel,2993,6,85,Diesel,0,0,2580 kg,1865 kg
Land Rover,Discovery,3.0 Se Diesel,2993,6,85,Diesel,0,0,2580 kg,1865 kg
Land Rover,Discovery,3.0 Hse Petrol,2995,6,89,Petrol,0,0,,
Land Rover,Discovery,3.0 Se Petrol,2995,6,89,Petrol,0,0,1614 kg,
Land Rover,Discovery,3.0 S Diesel,2993,6,85,Diesel,0,0,,
Land Rover,Discovery,3.0 S Petrol,2995,6,89,Petrol,0,0,2150 kg,1720 kg
Land Rover,Discovery,3.0 Hse Luxury Diesel,2993,6,85,Diesel,0,0,,1577 kg
